date,sku,demand,day_of_week,month,day_of_year,is_weekend,is_promo,weather_index,lag_1,lag_3,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_30,sku_code
2025-04-22,Apple,96,1,4,112,0,0,32.79,112.0,149.0,96.0,113.0,111.57142857142857,113.07142857142857,114.56666666666666,0
2025-04-23,Apple,92,2,4,113,0,0,35.36,96.0,121.0,97.0,110.0,111.57142857142857,111.85714285714286,113.13333333333334,0
2025-04-24,Apple,89,3,4,114,0,0,31.15,92.0,112.0,107.0,109.0,110.85714285714286,110.57142857142857,110.8,0
2025-04-25,Apple,105,4,4,115,0,0,35.84,89.0,96.0,99.0,93.0,108.28571428571429,109.14285714285714,110.36666666666666,0
2025-04-26,Apple,140,5,4,116,1,0,35.51,105.0,92.0,149.0,136.0,109.14285714285714,110.0,110.76666666666667,0
2025-04-27,Apple,128,6,4,117,1,0,34.37,140.0,89.0,121.0,135.0,107.85714285714286,110.28571428571429,112.7,0
2025-04-28,Apple,110,0,4,118,0,0,37.17,128.0,105.0,112.0,106.0,108.85714285714286,109.78571428571429,113.43333333333334,0
2025-04-29,Apple,83,1,4,119,0,0,34.12,110.0,140.0,96.0,96.0,108.57142857142857,110.07142857142857,112.16666666666667,0
2025-04-30,Apple,110,2,4,120,0,0,34.91,83.0,128.0,92.0,97.0,106.71428571428571,109.14285714285714,110.56666666666666,0
2025-05-01,Apple,147,3,5,121,0,1,33.67,110.0,110.0,89.0,107.0,109.28571428571429,110.07142857142857,110.56666666666666,0
2025-05-02,Apple,106,4,5,122,0,0,32.6,147.0,83.0,105.0,99.0,117.57142857142857,112.92857142857143,112.03333333333333,0
2025-05-03,Apple,122,5,5,123,1,0,33.34,106.0,110.0,140.0,149.0,117.71428571428571,113.42857142857143,112.4,0
2025-05-04,Apple,110,6,5,124,1,0,32.3,122.0,147.0,128.0,121.0,115.14285714285714,111.5,112.7,0
2025-05-05,Apple,101,0,5,125,0,0,37.22,110.0,106.0,110.0,112.0,112.57142857142857,110.71428571428571,113.1,0
2025-05-06,Apple,95,1,5,126,0,0,34.91,101.0,122.0,83.0,96.0,111.28571428571429,109.92857142857143,111.96666666666667,0
2025-05-07,Apple,112,2,5,127,0,0,30.63,95.0,110.0,110.0,92.0,113.0,109.85714285714286,110.96666666666667,0
2025-05-08,Apple,105,3,5,128,0,0,35.05,112.0,101.0,147.0,89.0,113.28571428571429,111.28571428571429,110.96666666666667,0
2025-05-09,Apple,93,4,5,129,0,0,32.88,105.0,95.0,106.0,105.0,107.28571428571429,112.42857142857143,110.7,0
2025-05-10,Apple,137,5,5,130,1,0,36.81,93.0,112.0,122.0,140.0,105.42857142857143,111.57142857142857,110.13333333333334,0
2025-05-11,Apple,134,6,5,131,1,0,38.01,137.0,105.0,110.0,128.0,107.57142857142857,111.35714285714286,111.06666666666666,0
2025-05-12,Apple,103,0,5,132,0,0,30.37,134.0,93.0,101.0,110.0,111.0,111.78571428571429,112.43333333333334,0
2025-05-13,Apple,101,1,5,133,0,0,32.32,103.0,137.0,95.0,83.0,111.28571428571429,111.28571428571429,111.33333333333333,0
2025-05-14,Apple,99,2,5,134,0,0,33.19,101.0,134.0,112.0,110.0,112.14285714285714,112.57142857142857,110.2,0
2025-05-15,Apple,156,3,5,135,0,1,32.61,99.0,103.0,105.0,147.0,110.28571428571429,111.78571428571429,109.96666666666667,0
2025-05-16,Apple,108,4,5,136,0,0,31.46,156.0,101.0,93.0,106.0,117.57142857142857,112.42857142857143,111.96666666666667,0
2025-05-17,Apple,140,5,5,137,1,0,32.43,108.0,99.0,137.0,122.0,119.71428571428571,112.57142857142857,112.33333333333333,0
2025-05-18,Apple,113,6,5,138,1,0,33.05,140.0,156.0,134.0,110.0,120.14285714285714,113.85714285714286,113.43333333333334,0
2025-05-19,Apple,85,0,5,139,0,0,34.01,113.0,108.0,103.0,101.0,117.14285714285714,114.07142857142857,113.9,0
2025-05-20,Apple,102,1,5,140,0,0,34.88,85.0,140.0,101.0,95.0,114.57142857142857,112.92857142857143,111.76666666666667,0
2025-05-21,Apple,102,2,5,141,0,0,29.17,102.0,113.0,99.0,112.0,114.71428571428571,113.42857142857143,111.13333333333334,0
2025-05-22,Apple,95,3,5,142,0,0,30.28,102.0,85.0,156.0,105.0,115.14285714285714,112.71428571428571,110.8,0
2025-05-23,Apple,89,4,5,143,0,0,32.19,95.0,102.0,108.0,93.0,106.42857142857143,112.0,110.76666666666667,0
2025-05-24,Apple,129,5,5,144,1,0,28.65,89.0,102.0,140.0,137.0,103.71428571428571,111.71428571428571,110.66666666666667,0
2025-05-25,Apple,125,6,5,145,1,0,30.0,129.0,95.0,113.0,134.0,102.14285714285714,111.14285714285714,112.0,0
2025-05-26,Apple,95,0,5,146,0,0,31.37,125.0,89.0,85.0,103.0,103.85714285714286,110.5,112.66666666666667,0
2025-05-27,Apple,93,1,5,147,0,0,31.78,95.0,129.0,102.0,101.0,105.28571428571429,109.92857142857143,111.16666666666667,0
2025-05-28,Apple,92,2,5,148,0,0,32.36,93.0,125.0,102.0,99.0,104.0,109.35714285714286,110.0,0
2025-05-29,Apple,82,3,5,149,0,0,26.94,92.0,95.0,95.0,156.0,102.57142857142857,108.85714285714286,109.4,0
2025-05-30,Apple,102,4,5,150,0,0,27.63,82.0,93.0,89.0,108.0,100.71428571428571,103.57142857142857,109.36666666666666,0
2025-05-31,Apple,126,5,5,151,1,0,32.97,102.0,92.0,129.0,140.0,102.57142857142857,103.14285714285714,109.1,0
2025-06-01,Apple,116,6,6,152,1,0,29.39,126.0,82.0,125.0,113.0,102.14285714285714,102.14285714285714,108.4,0
2025-06-02,Apple,99,0,6,153,0,0,30.87,116.0,102.0,95.0,85.0,100.85714285714286,102.35714285714286,108.73333333333333,0
2025-06-03,Apple,82,1,6,154,0,0,30.4,99.0,126.0,93.0,102.0,101.42857142857143,103.35714285714286,107.96666666666667,0
2025-06-04,Apple,106,2,6,155,0,0,31.4,82.0,116.0,92.0,102.0,99.85714285714286,101.92857142857143,107.03333333333333,0
2025-06-05,Apple,97,3,6,156,0,0,28.32,106.0,99.0,82.0,95.0,101.85714285714286,102.21428571428571,107.2,0
2025-06-06,Apple,96,4,6,157,0,0,28.81,97.0,82.0,102.0,89.0,104.0,102.35714285714286,107.26666666666667,0
2025-06-07,Apple,113,5,6,158,1,0,26.67,96.0,106.0,126.0,129.0,103.14285714285714,102.85714285714286,106.73333333333333,0
2025-06-08,Apple,120,6,6,159,1,0,29.59,113.0,97.0,116.0,125.0,101.28571428571429,101.71428571428571,107.0,0
2025-06-09,Apple,94,0,6,160,0,0,32.41,120.0,96.0,99.0,95.0,101.85714285714286,101.35714285714286,107.9,0
2025-06-10,Apple,88,1,6,161,0,0,26.57,94.0,113.0,82.0,93.0,101.14285714285714,101.28571428571429,106.46666666666667,0
2025-06-11,Apple,101,2,6,162,0,0,29.09,88.0,120.0,106.0,92.0,102.0,100.92857142857143,104.93333333333334,0
2025-06-12,Apple,82,3,6,163,0,0,31.71,101.0,94.0,97.0,82.0,101.28571428571429,101.57142857142857,104.86666666666666,0
2025-06-13,Apple,86,4,6,164,0,0,28.76,82.0,88.0,96.0,102.0,99.14285714285714,101.57142857142857,104.23333333333333,0
2025-06-14,Apple,173,5,6,165,1,1,27.66,86.0,101.0,113.0,126.0,97.71428571428571,100.42857142857143,103.8,0
2025-06-15,Apple,108,6,6,166,1,0,28.04,173.0,82.0,120.0,116.0,106.28571428571429,103.78571428571429,104.36666666666666,0
2025-06-16,Apple,83,0,6,167,0,0,26.9,108.0,86.0,94.0,99.0,104.57142857142857,103.21428571428571,104.36666666666666,0
2025-06-17,Apple,81,1,6,168,0,0,27.26,83.0,173.0,88.0,82.0,103.0,102.07142857142857,102.46666666666667,0
2025-06-18,Apple,81,2,6,169,0,0,25.65,81.0,108.0,101.0,106.0,102.0,102.0,101.4,0
2025-06-19,Apple,94,3,6,170,0,0,28.56,81.0,83.0,82.0,97.0,99.14285714285714,100.21428571428571,101.26666666666667,0
2025-06-20,Apple,71,4,6,171,0,0,25.02,94.0,81.0,86.0,96.0,100.85714285714286,100.0,101.0,0
2025-06-21,Apple,126,5,6,172,1,0,25.05,71.0,81.0,173.0,113.0,98.71428571428571,98.21428571428571,99.96666666666667,0
2025-06-22,Apple,132,6,6,173,1,0,24.0,126.0,94.0,108.0,120.0,92.0,99.14285714285714,101.0,0
2025-06-23,Apple,119,0,6,174,0,1,28.95,132.0,71.0,83.0,94.0,95.42857142857143,100.0,102.43333333333334,0
2024-01-31,Banana,154,2,1,31,0,0,29.13,151.0,191.0,115.0,154.0,153.42857142857142,162.5,161.66666666666666,1
2024-02-01,Banana,177,3,2,32,0,0,32.34,154.0,136.0,151.0,138.0,159.0,162.5,161.93333333333334,1
2024-02-02,Banana,150,4,2,33,0,0,32.52,177.0,151.0,149.0,142.0,162.71428571428572,165.28571428571428,162.76666666666668,1
2024-02-03,Banana,195,5,2,34,1,0,32.1,150.0,154.0,181.0,177.0,162.85714285714286,165.85714285714286,162.8,1
2024-02-04,Banana,202,6,2,35,1,0,32.99,195.0,177.0,191.0,280.0,164.85714285714286,167.14285714285714,164.66666666666666,1
2024-02-05,Banana,178,0,2,36,0,0,30.6,202.0,150.0,136.0,159.0,166.42857142857142,161.57142857142858,166.33333333333334,1
2024-02-06,Banana,228,1,2,37,0,1,31.84,178.0,195.0,151.0,151.0,172.42857142857142,162.92857142857142,166.33333333333334,1
2024-02-07,Banana,141,2,2,38,0,0,28.55,228.0,202.0,154.0,115.0,183.42857142857142,168.42857142857142,167.93333333333334,1
2024-02-08,Banana,151,3,2,39,0,0,29.57,141.0,178.0,177.0,151.0,181.57142857142858,170.28571428571428,167.86666666666667,1
2024-02-09,Banana,157,4,2,40,0,0,32.1,151.0,228.0,150.0,149.0,177.85714285714286,170.28571428571428,168.06666666666666,1
2024-02-10,Banana,184,5,2,41,1,0,33.51,157.0,141.0,195.0,181.0,178.85714285714286,170.85714285714286,168.5,1
2024-02-11,Banana,221,6,2,42,1,0,35.96,184.0,151.0,202.0,191.0,177.28571428571428,171.07142857142858,169.16666666666666,1
2024-02-12,Banana,167,0,2,43,0,0,31.27,221.0,157.0,178.0,136.0,180.0,173.21428571428572,172.1,1
2024-02-13,Banana,159,1,2,44,0,0,29.62,167.0,184.0,228.0,151.0,178.42857142857142,175.42857142857142,171.0,1
2024-02-14,Banana,167,2,2,45,0,0,31.75,159.0,221.0,141.0,154.0,168.57142857142858,176.0,166.93333333333334,1
2024-02-15,Banana,153,3,2,46,0,0,34.01,167.0,167.0,151.0,177.0,172.28571428571428,176.92857142857142,167.86666666666667,1
2024-02-16,Banana,157,4,2,47,0,0,32.38,153.0,159.0,157.0,150.0,172.57142857142858,175.21428571428572,168.63333333333333,1
2024-02-17,Banana,196,5,2,48,1,0,28.09,157.0,167.0,184.0,195.0,172.57142857142858,175.71428571428572,168.73333333333332,1
2024-02-18,Banana,213,6,2,49,1,0,35.64,196.0,153.0,221.0,202.0,174.28571428571428,175.78571428571428,170.66666666666666,1
2024-02-19,Banana,159,0,2,50,0,0,30.63,213.0,157.0,167.0,178.0,173.14285714285714,176.57142857142858,173.03333333333333,1
2024-02-20,Banana,164,1,2,51,0,0,32.87,159.0,196.0,159.0,228.0,172.0,175.21428571428572,172.43333333333334,1
2024-02-21,Banana,183,2,2,52,0,0,36.46,164.0,213.0,167.0,141.0,172.71428571428572,170.64285714285714,168.56666666666666,1
2024-02-22,Banana,145,3,2,53,0,0,30.34,183.0,159.0,153.0,151.0,175.0,173.64285714285714,169.36666666666667,1
2024-02-23,Banana,169,4,2,54,0,0,31.98,145.0,164.0,157.0,157.0,173.85714285714286,173.21428571428572,169.16666666666666,1
2024-02-24,Banana,201,5,2,55,1,0,31.49,169.0,183.0,196.0,184.0,175.57142857142858,174.07142857142858,170.96666666666667,1
2024-02-25,Banana,199,6,2,56,1,0,32.16,201.0,145.0,213.0,221.0,176.28571428571428,175.28571428571428,172.63333333333333,1
2024-02-26,Banana,155,0,2,57,0,0,35.85,199.0,169.0,159.0,167.0,174.28571428571428,173.71428571428572,174.3,1
2024-02-27,Banana,148,1,2,58,0,0,35.51,155.0,201.0,164.0,159.0,173.71428571428572,172.85714285714286,173.43333333333334,1
2024-02-28,Banana,168,2,2,59,0,0,33.6,148.0,199.0,183.0,167.0,171.42857142857142,172.07142857142858,172.0,1
2024-02-29,Banana,157,3,2,60,0,0,31.13,168.0,155.0,145.0,153.0,169.28571428571428,172.14285714285714,173.06666666666666,1
2024-03-01,Banana,161,4,3,61,0,0,35.25,157.0,148.0,169.0,157.0,171.0,172.42857142857142,173.26666666666668,1
2024-03-02,Banana,221,5,3,62,1,0,38.85,161.0,168.0,201.0,196.0,169.85714285714286,172.71428571428572,173.5,1
2024-03-03,Banana,207,6,3,63,1,0,36.55,221.0,157.0,199.0,213.0,172.71428571428572,174.5,174.96666666666667,1
2024-03-04,Banana,158,0,3,64,0,0,35.93,207.0,161.0,155.0,159.0,173.85714285714286,174.07142857142858,176.86666666666667,1
2024-03-05,Banana,250,1,3,65,0,1,32.28,158.0,221.0,148.0,164.0,174.28571428571428,174.0,175.63333333333333,1
2024-03-06,Banana,237,2,3,66,0,1,31.95,250.0,207.0,168.0,183.0,188.85714285714286,180.14285714285714,177.23333333333332,1
2024-03-07,Banana,155,3,3,67,0,0,34.92,237.0,158.0,157.0,145.0,198.71428571428572,184.0,179.2,1
2024-03-08,Banana,148,4,3,68,0,0,33.16,155.0,250.0,161.0,169.0,198.42857142857142,184.71428571428572,176.76666666666668,1
2024-03-09,Banana,299,5,3,69,1,1,31.76,148.0,237.0,221.0,201.0,196.57142857142858,183.21428571428572,177.0,1
2024-03-10,Banana,207,6,3,70,1,0,34.91,299.0,155.0,207.0,199.0,207.71428571428572,190.21428571428572,181.93333333333334,1
2024-03-11,Banana,252,0,3,71,0,1,34.95,207.0,148.0,158.0,155.0,207.71428571428572,190.78571428571428,183.6,1
2024-03-12,Banana,159,1,3,72,0,0,35.93,252.0,299.0,250.0,148.0,221.14285714285714,197.71428571428572,185.86666666666667,1
2024-03-13,Banana,159,2,3,73,0,0,31.26,159.0,207.0,237.0,168.0,208.14285714285714,198.5,183.8,1
2024-03-14,Banana,158,3,3,74,0,0,35.05,159.0,252.0,155.0,157.0,197.0,197.85714285714286,183.53333333333333,1
2024-03-15,Banana,167,4,3,75,0,0,35.11,158.0,159.0,148.0,161.0,197.42857142857142,197.92857142857142,183.5,1
2024-03-16,Banana,227,5,3,76,1,0,32.37,167.0,159.0,299.0,221.0,200.14285714285714,198.35714285714286,183.5,1
2024-03-17,Banana,221,6,3,77,1,0,36.29,227.0,158.0,207.0,207.0,189.85714285714286,198.78571428571428,185.96666666666667,1
2024-03-18,Banana,164,0,3,78,0,0,33.76,221.0,167.0,252.0,158.0,191.85714285714286,199.78571428571428,188.1,1
2024-03-19,Banana,154,1,3,79,0,0,35.72,164.0,227.0,159.0,250.0,179.28571428571428,200.21428571428572,187.03333333333333,1
2024-03-20,Banana,244,2,3,80,0,1,36.55,154.0,221.0,159.0,237.0,178.57142857142858,193.35714285714286,185.06666666666666,1
2024-03-21,Banana,159,3,3,81,0,0,33.66,244.0,164.0,158.0,155.0,190.71428571428572,193.85714285714286,187.9,1
2024-03-22,Banana,162,4,3,82,0,0,37.79,159.0,154.0,167.0,148.0,190.85714285714286,194.14285714285714,187.73333333333332,1
2024-03-23,Banana,208,5,3,83,1,0,36.27,162.0,244.0,227.0,299.0,190.14285714285714,195.14285714285714,187.03333333333333,1
2024-03-24,Banana,220,6,3,84,1,0,35.49,208.0,159.0,221.0,207.0,187.42857142857142,188.64285714285714,189.13333333333333,1
2024-03-25,Banana,144,0,3,85,0,0,31.82,220.0,162.0,164.0,252.0,187.28571428571428,189.57142857142858,190.83333333333334,1
2024-03-26,Banana,157,1,3,86,0,0,33.06,144.0,208.0,154.0,159.0,184.42857142857142,181.85714285714286,188.93333333333334,1
2024-03-27,Banana,177,2,3,87,0,0,34.78,157.0,220.0,244.0,159.0,184.85714285714286,181.71428571428572,187.53333333333333,1
2024-03-28,Banana,161,3,3,88,0,0,34.17,177.0,144.0,159.0,158.0,175.28571428571428,183.0,188.26666666666668,1
2024-03-29,Banana,239,4,3,89,0,1,35.77,161.0,157.0,162.0,167.0,175.57142857142858,183.21428571428572,188.7,1
2024-03-30,Banana,330,5,3,90,1,1,36.08,239.0,177.0,208.0,227.0,186.57142857142858,188.35714285714286,191.06666666666666,1
2024-03-31,Banana,214,6,3,91,1,0,35.08,330.0,161.0,220.0,221.0,204.0,195.71428571428572,196.83333333333334,1
2024-04-01,Banana,185,0,4,92,0,0,36.14,214.0,239.0,144.0,164.0,203.14285714285714,195.21428571428572,198.6,1
2024-04-02,Banana,154,1,4,93,0,0,32.05,185.0,330.0,157.0,154.0,209.0,196.71428571428572,197.4,1
2024-04-03,Banana,158,2,4,94,0,0,34.75,154.0,214.0,177.0,244.0,208.57142857142858,196.71428571428572,195.63333333333333,1
2024-04-04,Banana,161,3,4,95,0,0,31.58,158.0,185.0,161.0,159.0,205.85714285714286,190.57142857142858,195.63333333333333,1
2024-04-05,Banana,178,4,4,96,0,0,36.28,161.0,154.0,239.0,162.0,205.85714285714286,190.71428571428572,192.66666666666666,1
2024-04-06,Banana,192,5,4,97,1,0,32.55,178.0,158.0,330.0,208.0,197.14285714285714,191.85714285714286,190.7,1
2024-04-07,Banana,340,6,4,98,1,1,36.05,192.0,161.0,214.0,220.0,177.42857142857142,190.71428571428572,191.93333333333334,1
2024-04-08,Banana,142,0,4,99,0,0,33.79,340.0,178.0,185.0,144.0,195.42857142857142,199.28571428571428,198.33333333333334,1
2024-04-09,Banana,176,1,4,100,0,0,35.59,142.0,192.0,154.0,157.0,189.28571428571428,199.14285714285714,193.1,1
2024-04-10,Banana,151,2,4,101,0,0,33.24,176.0,340.0,158.0,177.0,192.42857142857142,200.5,192.06666666666666,1
2024-04-11,Banana,178,3,4,102,0,0,35.19,151.0,142.0,161.0,161.0,191.42857142857142,198.64285714285714,188.7,1
2024-04-12,Banana,161,4,4,103,0,0,33.76,178.0,176.0,178.0,239.0,193.85714285714286,199.85714285714286,189.33333333333334,1
2024-04-13,Banana,203,5,4,104,1,0,32.52,161.0,151.0,192.0,330.0,191.42857142857142,194.28571428571428,189.4,1
2024-04-14,Banana,204,6,4,105,1,0,34.02,203.0,178.0,340.0,214.0,193.0,185.21428571428572,190.9,1
2024-04-15,Banana,162,0,4,106,0,0,37.54,204.0,161.0,142.0,185.0,173.57142857142858,184.5,192.13333333333333,1
2024-04-16,Banana,162,1,4,107,0,0,33.01,162.0,203.0,176.0,154.0,176.42857142857142,182.85714285714286,189.96666666666667,1
2024-04-17,Banana,148,2,4,108,0,0,32.8,162.0,204.0,151.0,158.0,174.42857142857142,183.42857142857142,188.0,1
2024-04-18,Banana,161,3,4,109,0,0,36.35,148.0,162.0,178.0,161.0,174.0,182.71428571428572,187.46666666666667,1
2024-04-19,Banana,156,4,4,110,0,0,34.7,161.0,162.0,161.0,178.0,171.57142857142858,182.71428571428572,187.7,1
2024-04-20,Banana,192,5,4,111,1,0,34.06,156.0,148.0,203.0,192.0,170.85714285714286,181.14285714285714,184.76666666666668,1
2024-04-21,Banana,212,6,4,112,1,0,38.96,192.0,161.0,204.0,340.0,169.28571428571428,181.14285714285714,185.86666666666667,1
2024-04-22,Banana,130,0,4,113,0,0,31.73,212.0,156.0,162.0,142.0,170.42857142857142,172.0,187.53333333333333,1
2024-04-23,Banana,164,1,4,114,0,0,36.56,130.0,192.0,162.0,176.0,165.85714285714286,171.14285714285714,184.93333333333334,1
2024-04-24,Banana,163,2,4,115,0,0,34.77,164.0,212.0,148.0,151.0,166.14285714285714,170.28571428571428,183.06666666666666,1
2024-04-25,Banana,138,3,4,116,0,0,29.34,163.0,130.0,161.0,178.0,168.28571428571428,171.14285714285714,183.7,1
2024-04-26,Banana,157,4,4,117,0,0,33.02,138.0,164.0,156.0,161.0,165.0,168.28571428571428,183.06666666666666,1
2024-04-27,Banana,214,5,4,118,1,0,32.8,157.0,163.0,192.0,203.0,165.14285714285714,168.0,182.4,1
2024-04-28,Banana,212,6,4,119,1,0,35.96,214.0,138.0,212.0,204.0,168.28571428571428,168.78571428571428,184.16666666666666,1
2024-04-29,Banana,153,0,4,120,0,0,33.67,212.0,157.0,130.0,162.0,168.28571428571428,169.35714285714286,183.26666666666668,1
2024-04-30,Banana,147,1,4,121,0,0,32.98,153.0,214.0,164.0,162.0,171.57142857142858,168.71428571428572,177.36666666666667,1
2024-05-01,Banana,162,2,5,122,0,0,34.32,147.0,212.0,163.0,148.0,169.14285714285714,167.64285714285714,175.13333333333333,1
2024-05-02,Banana,160,3,5,123,0,0,31.15,162.0,153.0,138.0,161.0,169.0,168.64285714285714,174.36666666666667,1
2024-05-03,Banana,161,4,5,124,0,0,35.07,160.0,147.0,157.0,156.0,172.14285714285714,168.57142857142858,174.56666666666666,1
2024-05-04,Banana,204,5,5,125,1,0,32.61,161.0,162.0,214.0,192.0,172.71428571428572,168.92857142857142,174.66666666666666,1
2024-05-05,Banana,212,6,5,126,1,0,34.44,204.0,160.0,212.0,212.0,171.28571428571428,169.78571428571428,176.1,1
2024-05-06,Banana,178,0,5,127,0,0,35.43,212.0,161.0,153.0,130.0,171.28571428571428,169.78571428571428,177.23333333333332,1
2024-05-07,Banana,139,1,5,128,0,0,29.72,178.0,204.0,147.0,164.0,174.85714285714286,173.21428571428572,176.76666666666668,1
2024-05-08,Banana,147,2,5,129,0,0,36.53,139.0,212.0,162.0,163.0,173.71428571428572,171.42857142857142,170.06666666666666,1
2024-05-09,Banana,162,3,5,130,0,0,33.32,147.0,178.0,160.0,138.0,171.57142857142858,170.28571428571428,170.23333333333332,1
2024-05-10,Banana,148,4,5,131,0,0,32.15,162.0,139.0,161.0,157.0,171.85714285714286,172.0,169.76666666666668,1
2024-05-11,Banana,215,5,5,132,1,0,33.06,148.0,147.0,204.0,214.0,170.0,171.35714285714286,169.66666666666666,1
2024-05-12,Banana,218,6,5,133,1,0,33.16,215.0,162.0,212.0,212.0,171.57142857142858,171.42857142857142,170.9,1
2024-05-13,Banana,144,0,5,134,0,0,32.04,218.0,148.0,178.0,153.0,172.42857142857142,171.85714285714286,172.8,1
2024-05-14,Banana,156,1,5,135,0,0,31.16,144.0,215.0,139.0,147.0,167.57142857142858,171.21428571428572,170.83333333333334,1
2024-05-15,Banana,151,2,5,136,0,0,34.27,156.0,218.0,147.0,162.0,170.0,171.85714285714286,169.23333333333332,1
2024-05-16,Banana,143,3,5,137,0,0,32.22,151.0,144.0,162.0,160.0,170.57142857142858,171.07142857142858,168.86666666666667,1
2024-05-17,Banana,152,4,5,138,0,0,29.11,143.0,156.0,148.0,161.0,167.85714285714286,169.85714285714286,168.23333333333332,1
2024-05-18,Banana,191,5,5,139,1,0,36.19,152.0,151.0,215.0,204.0,168.42857142857142,169.21428571428572,168.36666666666667,1
2024-05-19,Banana,192,6,5,140,1,0,31.52,191.0,143.0,218.0,212.0,165.0,168.28571428571428,169.36666666666667,1
2024-05-20,Banana,147,0,5,141,0,0,29.02,192.0,152.0,144.0,178.0,161.28571428571428,166.85714285714286,170.56666666666666,1
2024-05-21,Banana,154,1,5,142,0,0,31.11,147.0,191.0,156.0,139.0,161.71428571428572,164.64285714285714,169.06666666666666,1
2024-05-22,Banana,149,2,5,143,0,0,33.83,154.0,192.0,151.0,147.0,161.42857142857142,165.71428571428572,167.13333333333333,1
2024-05-23,Banana,155,3,5,144,0,0,33.6,149.0,147.0,143.0,162.0,161.14285714285714,165.85714285714286,167.76666666666668,1
2024-05-24,Banana,149,4,5,145,0,0,29.14,155.0,154.0,152.0,148.0,162.85714285714286,165.35714285714286,167.46666666666667,1
2024-05-25,Banana,199,5,5,146,1,0,30.93,149.0,149.0,191.0,215.0,162.42857142857142,165.42857142857142,167.0,1
2024-05-26,Banana,192,6,5,147,1,0,30.51,199.0,155.0,192.0,218.0,163.57142857142858,164.28571428571428,169.03333333333333,1
2024-05-27,Banana,130,0,5,148,0,0,27.06,192.0,149.0,147.0,144.0,163.57142857142858,162.42857142857142,170.2,1
2024-05-28,Banana,137,1,5,149,0,0,30.37,130.0,199.0,154.0,156.0,161.14285714285714,161.42857142857142,167.4,1
2024-05-29,Banana,158,2,5,150,0,0,29.48,137.0,192.0,149.0,151.0,158.71428571428572,160.07142857142858,164.9,1
2024-05-30,Banana,129,3,5,151,0,0,24.91,158.0,130.0,155.0,143.0,160.0,160.57142857142858,165.06666666666666,1
2024-05-31,Banana,220,4,5,152,0,1,28.29,129.0,137.0,149.0,152.0,156.28571428571428,159.57142857142858,164.46666666666667,1
2024-06-01,Banana,187,5,6,153,1,0,29.83,220.0,158.0,199.0,191.0,166.42857142857142,164.42857142857142,166.4,1
2024-06-02,Banana,175,6,6,154,1,0,28.68,187.0,129.0,192.0,192.0,164.71428571428572,164.14285714285714,167.3,1
2024-06-03,Banana,139,0,6,155,0,0,31.68,175.0,220.0,130.0,147.0,162.28571428571428,162.92857142857142,167.76666666666668,1
2024-06-04,Banana,127,1,6,156,0,0,29.47,139.0,187.0,137.0,154.0,163.57142857142858,162.35714285714286,165.6,1
2024-06-05,Banana,137,2,6,157,0,0,30.52,127.0,175.0,158.0,149.0,162.14285714285714,160.42857142857142,162.76666666666668,1
2024-06-06,Banana,129,3,6,158,0,0,29.68,137.0,139.0,129.0,155.0,159.14285714285714,159.57142857142858,161.4,1
2024-06-07,Banana,208,4,6,159,0,1,29.58,129.0,127.0,220.0,149.0,159.14285714285714,157.71428571428572,161.06666666666666,1
2024-06-08,Banana,193,5,6,160,1,0,30.2,208.0,137.0,187.0,199.0,157.42857142857142,161.92857142857142,163.1,1
2024-06-09,Banana,179,6,6,161,1,0,30.75,193.0,129.0,175.0,192.0,158.28571428571428,161.5,164.13333333333333,1
2024-06-10,Banana,142,0,6,162,0,0,27.07,179.0,208.0,139.0,130.0,158.85714285714286,160.57142857142858,165.16666666666666,1
2024-06-11,Banana,143,1,6,163,0,0,29.34,142.0,193.0,127.0,137.0,159.28571428571428,161.42857142857142,162.73333333333332,1
2024-06-12,Banana,159,2,6,164,0,0,31.46,143.0,179.0,137.0,158.0,161.57142857142858,161.85714285714286,160.23333333333332,1
2024-06-13,Banana,137,3,6,165,0,0,26.88,159.0,142.0,129.0,129.0,164.71428571428572,161.92857142857142,160.73333333333332,1
2024-06-14,Banana,137,4,6,166,0,0,26.45,137.0,143.0,208.0,220.0,165.85714285714286,162.5,160.1,1
2024-06-15,Banana,177,5,6,167,1,0,26.59,137.0,159.0,193.0,187.0,155.71428571428572,156.57142857142858,159.63333333333333,1
2024-06-16,Banana,276,6,6,168,1,1,27.51,177.0,137.0,179.0,175.0,153.42857142857142,155.85714285714286,160.76666666666668,1
2024-06-17,Banana,154,0,6,169,0,0,27.2,276.0,137.0,142.0,139.0,167.28571428571428,163.07142857142858,164.9,1
2024-06-18,Banana,134,1,6,170,0,0,33.64,154.0,177.0,143.0,127.0,169.0,164.14285714285714,163.66666666666666,1
2024-06-19,Banana,131,2,6,171,0,0,31.13,134.0,276.0,159.0,137.0,167.71428571428572,164.64285714285714,161.73333333333332,1
2024-06-20,Banana,132,3,6,172,0,0,29.52,131.0,154.0,137.0,129.0,163.71428571428572,164.21428571428572,161.2,1
2024-06-21,Banana,114,4,6,173,0,0,22.23,132.0,134.0,137.0,208.0,163.0,164.42857142857142,160.46666666666667,1
2024-06-22,Banana,186,5,6,174,1,0,29.02,114.0,131.0,177.0,193.0,159.71428571428572,157.71428571428572,159.3,1
2024-06-23,Banana,166,6,6,175,1,0,24.24,186.0,132.0,276.0,179.0,161.0,157.21428571428572,160.33333333333334,1
